PARTICIPANT_ID,AGE,GENDER,REGION,EDUCATION_LEVEL,PRIOR_EMPLOYMENT_MONTHS,TRAINING_PROGRAM,TRAINING_HOURS,CERTIFICATION_EARNED,EMPLOYMENT_OUTCOME,SALARY_POST_TRAINING,INDUSTRY_PLACED,TIME_TO_EMPLOYMENT_DAYS,RETENTION_6_MONTH,SKILL_MATCH_SCORE,FEATURE_IMPORTANCE_RANK,IS_TRAINING_SUITABLE,UPDATE_FREQUENCY,LAST_UPDATED
PRT-000917,49,F,Durham,College,63,Advanced Manufacturing,571,Yes,Employed PT,103821,Construction,156,Yes,0.66,2,Yes,Monthly,2026-03-20
PRT-000918,58,X,Central,Bachelor,104,Digital Skills,555,No,Further Training,33955,Government,106,No,0.34,4,Yes,Weekly,2026-01-06
PRT-000919,29,M,GTA,Bachelor,137,Healthcare Aide,778,No,Employed FT,92142,Retail,108,Yes,0.39,13,Yes,Monthly,2026-07-27
PRT-000920,31,X,Northern,Less than HS,47,Green Energy,717,No,Employed PT,118917,Retail,36,No,0.84,8,No,Monthly,2026-01-08
PRT-000921,32,F,Eastern,Less than HS,217,Digital Skills,104,Yes,Employed FT,96463,Healthcare,70,Yes,0.71,8,Yes,Weekly,2026-03-15
PRT-000922,20,F,GTA,Bachelor,113,Skilled Trades,363,No,Self-Employed,101018,Retail,64,No,0.34,6,No,Weekly,2026-02-03
PRT-000923,19,M,Hamilton,Less than HS,12,Data Analytics,262,No,Employed PT,51829,Healthcare,155,Yes,0.59,15,Yes,Monthly,2026-05-09
PRT-000924,32,F,Southwestern,Less than HS,112,Green Energy,750,Yes,Employed PT,70187,Healthcare,16,Yes,0.97,1,Yes,Weekly,2026-04-16
PRT-000925,51,X,Waterloo,Less than HS,71,Green Energy,116,No,Self-Employed,92850,Healthcare,124,Yes,0.45,17,Yes,Weekly,2026-07-29
PRT-000926,37,M,Central,Less than HS,220,Skilled Trades,164,Yes,Employed PT,91331,Government,44,No,0.75,13,Yes,Monthly,2026-07-04
PRT-000927,44,X,Hamilton,Bachelor,54,Healthcare Aide,543,No,Self-Employed,62593,Finance,26,No,0.52,12,No,Weekly,2026-06-05
PRT-000928,29,F,Eastern,Bachelor,16,Digital Skills,727,No,Further Training,59754,Healthcare,120,Yes,0.37,1,Yes,Monthly,2026-01-02
PRT-000929,51,X,Southwestern,College,94,Healthcare Aide,682,Yes,Employed FT,58733,Government,177,Yes,0.87,1,No,Monthly,2026-05-09
PRT-000930,28,F,Northern,Bachelor,214,Data Analytics,275,No,Employed PT,118681,Healthcare,47,No,0.72,7,Yes,Monthly,2026-06-17
PRT-000931,25,M,Waterloo,Less than HS,184,Skilled Trades,664,Yes,Employed FT,99406,Finance,179,No,0.68,12,Yes,Monthly,2026-03-21
PRT-000932,58,M,Northern,Bachelor,172,Digital Skills,401,No,Unemployed,34840,Retail,171,Yes,0.8,14,Yes,Monthly,2026-07-26
PRT-000933,23,X,Northern,High School,237,Digital Skills,308,No,Employed PT,116999,Manufacturing,132,Yes,0.83,8,Yes,Monthly,2026-03-03
PRT-000934,29,F,Southwestern,College,156,Data Analytics,489,Yes,Unemployed,65440,Construction,113,Yes,0.98,17,No,Monthly,2026-07-06
PRT-000935,32,F,Northern,Bachelor,104,Skilled Trades,112,No,Unemployed,82760,Construction,85,No,0.81,12,Yes,Monthly,2026-07-01
PRT-000936,63,X,Central,Less than HS,81,Digital Skills,393,Yes,Further Training,32232,Technology,11,No,0.9,18,Yes,Weekly,2026-04-12
PRT-000937,43,X,Central,College,77,Healthcare Aide,62,No,Employed FT,101166,Retail,108,No,0.73,3,Yes,Weekly,2026-05-06
PRT-000938,50,F,Central,High School,211,Data Analytics,241,Yes,Employed PT,108080,Technology,104,Yes,0.41,9,Yes,Monthly,2026-01-12
PRT-000939,36,X,Niagara,College,237,IT Security,81,No,Further Training,110502,Manufacturing,175,Yes,0.7,4,Yes,Weekly,2026-04-11
PRT-000940,53,M,Eastern,High School,65,Data Analytics,537,Yes,Employed FT,64230,Healthcare,49,No,0.77,8,Yes,Monthly,2026-04-02
PRT-000941,52,M,Central,High School,34,Skilled Trades,175,Yes,Self-Employed,60370,Healthcare,95,No,0.46,11,Yes,Monthly,2026-04-06
PRT-000942,27,X,Eastern,High School,101,Digital Skills,316,Yes,Employed PT,83404,Healthcare,172,Yes,0.88,1,Yes,Weekly,2026-05-28
PRT-000943,46,M,Ottawa,Bachelor,171,Digital Skills,345,Yes,Employed FT,65195,Healthcare,93,Yes,0.53,2,Yes,Weekly,2026-01-12
PRT-000944,22,M,Durham,High School,23,Green Energy,436,Yes,Further Training,109383,Technology,127,Yes,0.32,7,No,Monthly,2026-04-03
PRT-000945,22,M,Niagara,Master,94,Digital Skills,192,Yes,Unemployed,84444,Finance,25,Yes,0.38,5,Yes,Monthly,2026-04-20
PRT-000946,39,X,GTA,Master,179,Advanced Manufacturing,50,Yes,Employed PT,52312,Finance,41,Yes,0.76,13,No,Monthly,2026-07-05
PRT-000947,54,F,Ottawa,Master,47,Green Energy,193,No,Employed PT,92824,Manufacturing,112,Yes,0.34,16,Yes,Monthly,2026-06-01
PRT-000948,37,M,Southwestern,Bachelor,207,Healthcare Aide,784,No,Self-Employed,39033,Retail,112,Yes,0.92,4,Yes,Monthly,2026-03-16
PRT-000949,47,M,Ottawa,Master,232,IT Security,329,No,Self-Employed,30419,Finance,56,Yes,0.79,17,No,Weekly,2026-05-11
PRT-000950,26,M,Niagara,Bachelor,105,IT Security,691,No,Further Training,53051,Healthcare,148,No,1.0,14,Yes,Monthly,2026-05-04
PRT-000951,58,X,Central,Bachelor,117,Skilled Trades,492,Yes,Unemployed,30310,Healthcare,161,Yes,0.87,2,Yes,Monthly,2026-01-16
PRT-000952,31,X,Northern,College,196,Advanced Manufacturing,705,No,Employed PT,75597,Retail,155,Yes,0.67,3,Yes,Weekly,2026-03-12
PRT-000953,21,X,GTA,Bachelor,117,IT Security,450,Yes,Further Training,75685,Manufacturing,69,Yes,0.58,18,Yes,Monthly,2026-02-28
PRT-000954,22,F,Ottawa,College,7,Healthcare Aide,415,No,Unemployed,109392,Healthcare,145,No,0.52,7,Yes,Monthly,2026-02-08
PRT-000955,18,M,Central,High School,227,Advanced Manufacturing,480,Yes,Unemployed,61724,Finance,138,Yes,0.58,8,Yes,Weekly,2026-06-20
PRT-000956,57,F,Durham,Bachelor,197,Data Analytics,209,No,Employed FT,35232,Finance,111,No,0.4,9,Yes,Weekly,2026-02-07
PRT-000957,50,F,Southwestern,College,85,Advanced Manufacturing,173,No,Unemployed,51584,Healthcare,60,No,0.44,16,Yes,Monthly,2026-01-22
PRT-000958,22,X,Ottawa,High School,80,Healthcare Aide,109,Yes,Further Training,118397,Government,156,No,0.77,2,No,Monthly,2026-02-15
PRT-000959,63,F,GTA,Bachelor,178,Skilled Trades,489,No,Further Training,45848,Finance,100,Yes,0.76,7,Yes,Monthly,2026-02-08
PRT-000960,57,X,Hamilton,Master,76,Green Energy,602,Yes,Further Training,112229,Government,39,Yes,0.9,6,Yes,Monthly,2026-02-01
PRT-000961,25,F,Hamilton,College,181,Data Analytics,557,Yes,Further Training,99023,Construction,133,No,0.7,11,Yes,Monthly,2026-02-07
PRT-000962,63,M,GTA,Master,103,Advanced Manufacturing,715,Yes,Employed PT,114039,Technology,65,Yes,0.35,10,No,Weekly,2026-01-26
PRT-000963,29,X,Durham,High School,15,Healthcare Aide,550,Yes,Unemployed,40241,Manufacturing,101,Yes,0.38,10,Yes,Monthly,2026-07-13
PRT-000964,58,X,Niagara,College,139,Green Energy,594,Yes,Self-Employed,72675,Healthcare,178,Yes,0.59,5,Yes,Weekly,2026-01-22
PRT-000965,46,M,Eastern,College,195,IT Security,782,No,Employed FT,65922,Finance,65,Yes,0.9,4,Yes,Monthly,2026-02-13
PRT-000966,61,X,Hamilton,Master,208,Digital Skills,753,No,Further Training,103440,Construction,17,Yes,0.78,4,Yes,Monthly,2026-03-19
PRT-000967,55,F,Eastern,Bachelor,149,Green Energy,587,Yes,Self-Employed,46636,Manufacturing,170,No,0.8,13,Yes,Weekly,2026-03-12
PRT-000968,38,F,Niagara,Less than HS,89,Data Analytics,689,No,Employed FT,81359,Finance,132,Yes,0.34,14,No,Weekly,2026-02-14
PRT-000969,25,X,Northern,Bachelor,189,IT Security,50,Yes,Further Training,30334,Healthcare,114,Yes,0.97,11,No,Weekly,2026-02-11
PRT-000970,62,F,Hamilton,College,128,Skilled Trades,787,No,Further Training,57223,Manufacturing,31,No,0.43,18,No,Weekly,2026-07-09
PRT-000971,56,M,Northern,College,142,Digital Skills,430,Yes,Unemployed,88368,Technology,114,No,0.94,10,No,Weekly,2026-04-28
PRT-000972,63,X,Central,High School,4,Green Energy,683,No,Employed PT,94662,Manufacturing,150,No,0.73,9,Yes,Weekly,2026-07-15
PRT-000973,59,F,Ottawa,High School,60,Digital Skills,632,No,Self-Employed,52411,Manufacturing,150,No,0.85,12,No,Weekly,2026-04-20
PRT-000974,58,X,GTA,Bachelor,142,Healthcare Aide,639,No,Unemployed,44316,Finance,80,No,0.5,7,No,Monthly,2026-03-31
PRT-000975,50,X,Northern,Less than HS,199,Advanced Manufacturing,399,No,Employed FT,46091,Healthcare,39,No,0.76,17,Yes,Weekly,2026-07-08
PRT-000976,51,M,Northern,Bachelor,45,Healthcare Aide,728,Yes,Employed PT,112070,Healthcare,61,No,0.42,6,Yes,Monthly,2026-03-07
PRT-000977,51,M,Hamilton,High School,238,Skilled Trades,311,Yes,Further Training,97908,Manufacturing,31,No,0.72,7,Yes,Monthly,2026-05-10
PRT-000978,58,M,Niagara,Less than HS,228,IT Security,726,Yes,Self-Employed,48297,Construction,114,No,0.55,10,Yes,Monthly,2026-04-26
PRT-000979,49,F,GTA,Master,38,Skilled Trades,311,Yes,Employed PT,30860,Technology,54,No,0.45,17,No,Monthly,2026-07-07
PRT-000980,45,F,Northern,Master,118,Green Energy,595,No,Further Training,35406,Construction,38,Yes,0.32,10,Yes,Monthly,2026-02-02
PRT-000981,23,M,Eastern,Master,197,IT Security,299,Yes,Further Training,94656,Construction,10,No,0.86,9,Yes,Monthly,2026-07-22
PRT-000982,27,F,Northern,Less than HS,155,Green Energy,97,No,Employed PT,37924,Construction,159,Yes,0.74,3,Yes,Weekly,2026-03-24
PRT-000983,58,X,Waterloo,College,172,Healthcare Aide,545,Yes,Employed PT,78628,Technology,177,No,0.37,18,No,Monthly,2026-06-30
PRT-000984,47,M,Hamilton,College,206,Advanced Manufacturing,386,No,Further Training,91730,Construction,81,Yes,0.96,11,No,Weekly,2026-02-03
PRT-000985,44,X,Northern,Master,109,Green Energy,471,Yes,Employed FT,70883,Technology,117,No,0.67,5,No,Monthly,2026-01-07
PRT-000986,44,M,Ottawa,College,9,Data Analytics,205,Yes,Self-Employed,77115,Finance,35,Yes,0.82,7,No,Weekly,2026-06-05
PRT-000987,57,M,Waterloo,College,233,Data Analytics,580,Yes,Self-Employed,51610,Construction,74,No,0.72,15,Yes,Monthly,2026-01-16
PRT-000988,53,M,Southwestern,Master,206,Healthcare Aide,749,No,Employed FT,95019,Healthcare,55,Yes,0.95,9,No,Monthly,2026-06-12
PRT-000989,55,M,Niagara,Bachelor,161,Green Energy,453,Yes,Employed PT,83183,Government,19,Yes,0.93,10,Yes,Monthly,2026-01-14
PRT-000990,22,F,Hamilton,Master,194,IT Security,143,Yes,Unemployed,51722,Healthcare,69,Yes,0.8,2,Yes,Monthly,2026-06-26
PRT-000991,18,F,Hamilton,Less than HS,109,Skilled Trades,791,No,Further Training,109766,Manufacturing,142,No,0.58,12,Yes,Monthly,2026-01-06
PRT-000992,34,M,Central,High School,183,Skilled Trades,657,Yes,Employed PT,118380,Manufacturing,90,Yes,0.57,11,Yes,Monthly,2026-03-11
PRT-000993,41,X,Central,Bachelor,187,Skilled Trades,327,Yes,Further Training,83533,Construction,39,Yes,0.91,1,Yes,Weekly,2026-02-04
PRT-000994,52,M,GTA,Less than HS,133,Healthcare Aide,283,Yes,Employed FT,66731,Manufacturing,149,Yes,0.76,16,No,Weekly,2026-07-12
PRT-000995,54,M,Hamilton,Master,124,Healthcare Aide,240,No,Unemployed,83481,Finance,50,No,0.99,10,Yes,Weekly,2026-01-02
PRT-000996,23,F,Central,Master,203,IT Security,577,No,Further Training,78383,Technology,15,No,0.6,11,Yes,Weekly,2026-01-16
PRT-000997,22,F,GTA,Less than HS,79,IT Security,198,Yes,Self-Employed,61340,Technology,141,Yes,0.62,8,Yes,Monthly,2026-07-04
PRT-000998,48,M,Niagara,Bachelor,173,Data Analytics,533,No,Employed PT,73985,Finance,44,Yes,0.77,13,Yes,Weekly,2026-01-09
PRT-000999,33,F,Durham,Bachelor,79,Skilled Trades,353,Yes,Unemployed,115174,Finance,161,No,0.31,7,Yes,Monthly,2026-01-04
PRT-001000,43,X,Eastern,Master,180,Skilled Trades,567,No,Unemployed,32112,Manufacturing,43,No,0.77,12,Yes,Monthly,2026-04-07
