READING_ID,STATION_ID,REGION,READING_TIMESTAMP,POWER_OUTPUT_MW,DEMAND_MW,FREQUENCY_HZ,VOLTAGE_KV,TEMPERATURE_C,WIND_SPEED_KMH,SOLAR_IRRADIANCE,GENERATION_TYPE,CAPACITY_FACTOR,EMISSIONS_TONNES_CO2,GRID_STABILITY_INDEX,OUTAGE_FLAG,LAST_UPDATED
RDG-00000779,STN_0106,Southwestern,2026-02-03 14:00:00,658.0,15438.4,59.97,244.9,11.5,10.3,744.3,Solar,0.39,408.3,0.917,No,2026-05-16
RDG-00000780,STN_0147,Southwestern,2026-03-05 14:00:00,3418.1,13195.4,59.992,124.2,2.3,10.3,680.2,Wind,0.86,264.4,0.957,No,2026-03-13
RDG-00000781,STN_0162,Eastern,2026-03-28 12:00:00,2720.9,9705.6,59.988,196.6,-9.4,63.4,80.6,Gas,0.27,457.4,0.803,No,2026-07-26
RDG-00000782,STN_0178,GTA,2026-05-08 20:00:00,2284.9,11993.4,59.996,382.5,23.4,61.0,411.4,Solar,0.7,241.2,0.888,Yes,2026-03-19
RDG-00000783,STN_0129,Hamilton,2026-05-23 05:00:00,2893.7,9475.1,59.966,334.9,10.3,23.7,170.1,Wind,0.37,273.7,0.862,No,2026-06-05
RDG-00000784,STN_0044,Niagara,2026-01-20 11:00:00,2597.5,21829.7,59.971,216.6,-16.8,40.0,912.2,Solar,0.46,73.8,0.922,Yes,2026-06-27
RDG-00000785,STN_0049,Central,2026-02-05 15:00:00,1490.7,9559.7,59.97,428.6,0.2,6.1,73.9,Gas,0.38,334.1,0.864,No,2026-03-17
RDG-00000786,STN_0169,Niagara,2026-03-20 21:00:00,557.5,9662.9,60.037,193.5,-3.7,7.4,238.9,Wind,0.41,404.7,0.896,No,2026-04-14
RDG-00000787,STN_0048,Waterloo,2026-06-15 10:00:00,3303.8,18305.7,59.996,273.8,10.1,18.4,843.0,Solar,0.26,131.4,0.917,No,2026-07-26
RDG-00000788,STN_0127,Southwestern,2026-07-18 13:00:00,2153.2,14016.5,60.029,125.2,-13.8,25.9,120.8,Biomass,0.24,266.1,0.985,No,2026-06-11
RDG-00000789,STN_0145,Niagara,2026-06-18 14:00:00,761.0,18539.3,60.006,255.5,-4.7,79.9,205.2,Nuclear,0.71,218.2,0.906,No,2026-03-01
RDG-00000790,STN_0109,Central,2026-07-10 09:00:00,901.3,16812.7,60.02,247.3,5.4,67.3,818.7,Gas,0.54,320.8,0.997,No,2026-02-25
RDG-00000791,STN_0107,GTA,2026-07-16 08:00:00,1841.2,14190.0,60.001,205.5,31.5,61.2,712.8,Biomass,0.81,283.0,0.938,No,2026-02-15
RDG-00000792,STN_0033,Waterloo,2026-01-15 08:00:00,1506.6,16916.4,60.011,342.6,-9.9,28.9,269.9,Biomass,0.69,392.0,0.834,No,2026-06-14
RDG-00000793,STN_0184,Eastern,2026-05-21 23:00:00,297.0,17658.2,60.01,456.6,25.7,52.9,54.1,Wind,0.87,61.5,0.86,Yes,2026-05-27
RDG-00000794,STN_0160,GTA,2026-06-14 00:00:00,2760.3,16094.5,60.004,125.6,-17.6,73.1,617.2,Hydro,0.26,488.9,0.814,No,2026-05-01
RDG-00000795,STN_0156,Ottawa,2026-04-22 20:00:00,84.2,11943.7,59.968,478.3,-11.7,56.6,703.0,Solar,0.38,110.1,0.995,No,2026-05-01
RDG-00000796,STN_0191,Hamilton,2026-04-04 12:00:00,3309.8,23481.1,60.006,254.2,13.2,26.3,170.7,Wind,0.71,412.7,0.931,No,2026-06-15
RDG-00000797,STN_0116,Hamilton,2026-02-13 13:00:00,367.8,17707.1,59.965,409.8,-16.1,79.7,541.9,Gas,0.45,42.3,0.862,No,2026-04-17
RDG-00000798,STN_0198,Central,2026-05-03 19:00:00,242.7,15137.8,60.037,176.7,4.9,58.6,45.2,Biomass,0.38,193.9,0.862,No,2026-02-08
RDG-00000799,STN_0074,Southwestern,2026-03-06 15:00:00,352.9,23670.8,59.974,220.3,8.1,29.3,340.7,Hydro,0.65,444.6,0.825,No,2026-01-07
RDG-00000800,STN_0131,Northern,2026-01-04 10:00:00,1730.6,12696.4,60.028,363.6,-27.8,75.7,731.1,Hydro,0.21,221.4,0.881,No,2026-05-06
RDG-00000801,STN_0075,Hamilton,2026-06-22 15:00:00,2251.4,12911.1,60.048,145.6,7.8,74.1,476.9,Wind,0.24,467.3,0.867,Yes,2026-05-31
RDG-00000802,STN_0030,Eastern,2026-04-27 05:00:00,265.7,21333.5,59.971,134.3,-6.7,26.5,74.0,Solar,0.87,60.7,0.828,No,2026-02-19
RDG-00000803,STN_0195,Eastern,2026-04-05 21:00:00,1337.5,17266.4,59.952,458.8,12.9,49.4,163.1,Hydro,0.6,197.9,0.863,No,2026-01-01
RDG-00000804,STN_0198,Hamilton,2026-05-28 18:00:00,3005.5,21899.1,59.957,245.3,7.0,75.1,886.4,Solar,0.34,278.2,0.922,Yes,2026-06-12
RDG-00000805,STN_0074,GTA,2026-04-21 11:00:00,574.2,15367.0,59.956,235.0,18.0,72.0,602.6,Nuclear,0.68,464.1,0.81,No,2026-03-22
RDG-00000806,STN_0019,Hamilton,2026-02-14 09:00:00,1145.7,15708.9,60.006,387.4,14.6,21.5,490.7,Solar,0.87,170.4,0.966,No,2026-06-21
RDG-00000807,STN_0182,GTA,2026-03-20 20:00:00,967.3,19558.0,59.972,232.8,-15.0,31.9,235.6,Solar,0.23,1.7,0.872,No,2026-01-31
RDG-00000808,STN_0017,Durham,2026-02-20 14:00:00,2657.4,19619.5,60.027,123.9,10.9,73.2,82.9,Wind,0.49,323.1,0.987,No,2026-05-17
RDG-00000809,STN_0114,Hamilton,2026-04-16 04:00:00,1462.2,21195.9,60.024,154.4,1.1,7.1,300.2,Gas,0.72,178.0,0.993,Yes,2026-07-03
RDG-00000810,STN_0059,Southwestern,2026-06-14 04:00:00,3439.9,8468.3,60.012,125.2,-19.7,14.8,292.6,Wind,0.18,133.7,0.967,Yes,2026-04-27
RDG-00000811,STN_0173,Niagara,2026-04-07 22:00:00,613.3,24056.9,59.974,172.7,-18.9,24.3,492.6,Wind,0.37,248.4,0.823,No,2026-04-15
RDG-00000812,STN_0137,Hamilton,2026-06-28 04:00:00,2239.5,21350.6,60.035,333.6,-25.5,48.9,97.4,Wind,0.78,456.3,0.828,No,2026-06-30
RDG-00000813,STN_0027,Northern,2026-02-22 19:00:00,2145.0,16041.7,59.953,240.2,8.5,16.7,68.1,Wind,0.29,219.7,0.937,Yes,2026-07-02
RDG-00000814,STN_0080,Southwestern,2026-06-28 04:00:00,699.7,24980.6,59.994,292.6,1.7,11.9,361.0,Nuclear,0.32,266.2,0.968,No,2026-05-06
RDG-00000815,STN_0029,Ottawa,2026-03-09 06:00:00,953.9,13924.8,60.038,215.9,-28.0,74.0,34.4,Nuclear,0.34,223.6,0.963,No,2026-01-11
RDG-00000816,STN_0083,Eastern,2026-05-01 05:00:00,2650.3,12114.0,59.963,236.3,-5.8,7.7,509.2,Nuclear,0.91,186.0,0.977,Yes,2026-07-03
RDG-00000817,STN_0060,Hamilton,2026-04-21 06:00:00,914.7,8080.5,59.978,196.5,20.2,16.8,34.8,Hydro,0.94,423.5,0.822,Yes,2026-07-25
RDG-00000818,STN_0032,Central,2026-04-25 13:00:00,2659.5,21150.6,59.968,301.4,9.6,41.6,446.6,Wind,0.59,249.0,0.86,No,2026-04-10
RDG-00000819,STN_0014,Hamilton,2026-04-25 14:00:00,101.7,13342.2,59.955,441.9,18.1,10.7,189.6,Nuclear,0.18,476.5,0.994,No,2026-06-06
RDG-00000820,STN_0015,Waterloo,2026-01-23 20:00:00,1384.3,10142.4,60.016,486.3,17.3,56.7,794.8,Biomass,0.14,13.9,0.89,No,2026-03-28
RDG-00000821,STN_0078,Niagara,2026-06-23 21:00:00,779.1,10348.6,60.034,456.3,-29.1,0.6,435.0,Wind,0.51,3.5,0.879,No,2026-07-02
RDG-00000822,STN_0105,Durham,2026-04-29 09:00:00,1369.9,10258.4,59.971,263.8,18.0,65.7,782.0,Wind,0.71,300.5,0.879,No,2026-01-19
RDG-00000823,STN_0111,Northern,2026-01-27 09:00:00,1609.7,11714.0,59.969,190.4,27.2,16.6,610.5,Gas,0.11,484.6,0.876,No,2026-05-17
RDG-00000824,STN_0050,Durham,2026-05-19 03:00:00,2750.8,18652.4,59.991,489.1,2.6,61.5,647.6,Solar,0.82,18.8,0.901,No,2026-06-20
RDG-00000825,STN_0043,Waterloo,2026-07-16 06:00:00,2511.9,15420.3,60.013,169.4,19.9,50.7,379.7,Wind,0.52,498.7,0.965,No,2026-04-04
RDG-00000826,STN_0166,Ottawa,2026-02-06 12:00:00,2903.5,15101.1,60.021,288.7,-26.5,17.7,301.3,Wind,0.56,425.2,0.819,No,2026-03-31
RDG-00000827,STN_0061,Ottawa,2026-07-03 21:00:00,1608.7,17801.6,59.988,176.5,-6.6,48.8,832.7,Solar,0.37,198.3,0.877,No,2026-07-24
RDG-00000828,STN_0057,Eastern,2026-04-25 03:00:00,80.1,13531.4,60.049,497.6,19.3,32.6,904.9,Nuclear,0.92,70.8,0.865,No,2026-05-16
RDG-00000829,STN_0133,Northern,2026-06-21 23:00:00,2128.0,8478.0,59.978,306.8,2.8,57.1,590.6,Gas,0.16,196.9,0.885,No,2026-01-03
RDG-00000830,STN_0018,Waterloo,2026-05-06 04:00:00,1663.4,8244.1,59.966,222.9,19.1,39.5,135.5,Gas,0.63,232.5,0.973,No,2026-04-27
RDG-00000831,STN_0167,Southwestern,2026-02-04 13:00:00,220.0,10948.3,59.991,395.0,-12.3,79.2,421.7,Nuclear,0.84,97.4,0.851,No,2026-05-05
RDG-00000832,STN_0093,Ottawa,2026-03-12 11:00:00,2889.8,22814.0,60.012,154.3,-7.8,5.0,47.3,Wind,0.13,25.6,0.913,Yes,2026-01-29
RDG-00000833,STN_0116,Durham,2026-01-11 22:00:00,630.9,23129.1,59.962,312.9,30.0,37.5,22.9,Biomass,0.61,460.4,0.842,No,2026-04-13
RDG-00000834,STN_0166,Hamilton,2026-05-22 01:00:00,914.7,13948.1,59.997,381.4,-15.9,33.4,412.3,Solar,0.55,162.1,0.897,No,2026-05-27
RDG-00000835,STN_0042,Waterloo,2026-02-09 12:00:00,1498.8,18781.7,59.982,264.0,18.8,55.5,576.3,Hydro,0.9,232.2,0.856,No,2026-04-27
RDG-00000836,STN_0043,Waterloo,2026-03-10 18:00:00,569.9,15336.9,60.038,422.0,-27.5,78.6,289.9,Wind,0.4,396.7,0.945,No,2026-02-18
RDG-00000837,STN_0189,Northern,2026-01-09 15:00:00,2610.3,13729.4,59.98,367.4,27.3,38.5,209.6,Gas,0.48,457.9,0.997,Yes,2026-05-12
RDG-00000838,STN_0041,Waterloo,2026-06-25 21:00:00,3165.8,20473.6,60.013,455.1,-4.8,76.3,271.9,Wind,0.12,47.5,0.864,No,2026-06-19
RDG-00000839,STN_0149,Niagara,2026-05-28 02:00:00,201.4,18145.5,60.042,189.6,-1.8,9.5,917.3,Biomass,0.94,478.0,0.865,No,2026-07-16
RDG-00000840,STN_0025,Northern,2026-07-26 11:00:00,2222.4,11500.1,60.04,367.0,-1.6,38.6,129.0,Solar,0.17,146.6,0.935,No,2026-07-17
RDG-00000841,STN_0031,Ottawa,2026-04-03 12:00:00,2117.4,11035.2,59.999,273.7,-15.2,67.6,14.9,Solar,0.63,16.8,0.845,Yes,2026-06-29
RDG-00000842,STN_0046,Durham,2026-07-24 04:00:00,2872.6,16098.1,60.017,180.0,-1.3,77.2,14.8,Solar,0.36,223.4,0.88,Yes,2026-03-11
RDG-00000843,STN_0004,Niagara,2026-07-12 21:00:00,2646.4,8697.2,60.021,458.2,15.5,11.4,771.3,Solar,0.59,159.8,0.989,No,2026-02-27
RDG-00000844,STN_0122,Southwestern,2026-05-20 20:00:00,1376.2,20011.3,60.005,275.2,16.7,13.0,987.2,Biomass,0.68,132.8,0.913,No,2026-05-10
RDG-00000845,STN_0127,Central,2026-04-05 21:00:00,1619.7,11992.5,60.011,111.2,-0.4,43.8,767.6,Wind,0.77,406.9,0.884,No,2026-03-03
RDG-00000846,STN_0014,Niagara,2026-06-13 12:00:00,1114.1,9984.5,59.959,440.2,19.9,15.3,642.7,Gas,0.49,66.5,0.993,No,2026-01-09
RDG-00000847,STN_0027,Eastern,2026-05-07 15:00:00,779.8,20023.2,59.987,179.1,-12.5,39.8,566.0,Nuclear,0.12,475.8,0.88,Yes,2026-01-09
RDG-00000848,STN_0044,Waterloo,2026-02-16 03:00:00,3480.2,16394.1,59.999,136.5,-26.3,74.3,27.4,Wind,0.62,435.3,0.969,No,2026-07-08
RDG-00000849,STN_0070,Niagara,2026-05-04 18:00:00,1341.0,22184.5,59.975,285.9,-28.5,37.1,765.9,Biomass,0.67,151.4,0.848,No,2026-07-01
RDG-00000850,STN_0085,Durham,2026-05-06 22:00:00,1565.2,14806.0,59.978,166.0,2.9,11.8,879.1,Biomass,0.16,276.4,0.976,No,2026-05-29
RDG-00000851,STN_0064,Ottawa,2026-05-22 09:00:00,1351.4,10115.1,59.957,152.2,-16.7,42.3,181.1,Biomass,0.53,174.5,0.807,Yes,2026-01-13
RDG-00000852,STN_0019,Eastern,2026-07-20 23:00:00,320.7,19817.6,60.019,134.5,-26.6,56.4,805.0,Solar,0.38,125.8,0.825,No,2026-05-28
RDG-00000853,STN_0117,GTA,2026-03-03 12:00:00,919.8,24162.1,59.995,321.0,-5.9,30.6,643.7,Biomass,0.59,453.9,0.83,No,2026-05-22
RDG-00000854,STN_0087,Southwestern,2026-04-16 05:00:00,209.4,9911.9,59.966,481.0,21.7,7.3,308.7,Gas,0.32,414.1,0.817,No,2026-01-25
RDG-00000855,STN_0188,Hamilton,2026-03-06 22:00:00,1947.0,11046.0,59.968,489.6,14.0,53.0,407.7,Nuclear,0.12,234.3,0.964,No,2026-06-04
RDG-00000856,STN_0028,Waterloo,2026-02-25 04:00:00,803.5,24281.0,59.977,464.4,-5.1,13.5,883.1,Gas,0.57,422.4,0.974,No,2026-07-29
RDG-00000857,STN_0176,Waterloo,2026-07-23 04:00:00,2873.3,15744.8,60.031,471.5,-28.9,13.0,541.6,Nuclear,0.77,383.6,0.96,Yes,2026-07-30
RDG-00000858,STN_0118,Hamilton,2026-02-26 00:00:00,2702.6,13251.1,60.025,120.0,14.4,49.0,208.8,Biomass,0.59,269.6,0.921,Yes,2026-02-24
RDG-00000859,STN_0083,Northern,2026-07-14 12:00:00,503.8,23415.0,59.962,194.8,-15.8,49.4,946.3,Gas,0.52,379.9,0.97,No,2026-06-27
RDG-00000860,STN_0180,Durham,2026-04-30 03:00:00,1918.0,8051.0,60.009,216.5,1.3,45.4,175.4,Biomass,0.93,482.3,0.99,Yes,2026-01-15
RDG-00000861,STN_0162,Southwestern,2026-03-15 23:00:00,150.1,24101.2,60.039,204.8,2.8,24.2,70.2,Biomass,0.56,366.0,0.966,No,2026-05-30
RDG-00000862,STN_0086,Ottawa,2026-06-02 15:00:00,1188.6,19750.3,59.969,409.9,29.1,1.7,137.3,Wind,0.31,129.0,0.818,No,2026-02-10
RDG-00000863,STN_0138,Niagara,2026-02-17 23:00:00,2165.8,14087.6,59.978,461.6,21.0,77.5,85.2,Biomass,0.56,119.6,0.832,Yes,2026-05-20
RDG-00000864,STN_0186,Durham,2026-01-30 14:00:00,394.9,16393.5,59.955,392.5,18.3,48.4,540.3,Wind,0.16,104.6,0.913,No,2026-03-16
RDG-00000865,STN_0095,GTA,2026-06-06 08:00:00,219.0,12670.1,59.993,439.3,9.9,66.9,316.2,Biomass,0.17,211.5,0.921,No,2026-05-09
RDG-00000866,STN_0159,GTA,2026-01-15 03:00:00,2579.9,18838.3,60.005,495.8,-15.4,1.1,954.5,Wind,0.84,233.2,0.863,No,2026-05-30
RDG-00000867,STN_0059,Central,2026-05-16 15:00:00,1953.0,16750.9,60.039,379.8,17.8,48.6,146.5,Wind,0.72,68.3,0.964,No,2026-06-08
RDG-00000868,STN_0153,Northern,2026-05-06 08:00:00,2753.6,13243.9,60.011,192.4,0.9,3.1,188.2,Nuclear,0.22,216.9,0.843,Yes,2026-04-25
RDG-00000869,STN_0099,GTA,2026-05-15 14:00:00,1981.1,22037.6,59.968,283.3,6.7,46.3,665.5,Wind,0.82,182.9,0.945,Yes,2026-06-12
RDG-00000870,STN_0046,Durham,2026-02-04 19:00:00,3018.9,14174.9,59.998,422.2,-29.7,30.7,181.9,Biomass,0.75,30.3,0.974,No,2026-05-11
RDG-00000871,STN_0100,Northern,2026-01-24 17:00:00,1104.3,12379.2,60.018,311.2,-25.3,12.3,774.2,Biomass,0.68,302.6,0.934,No,2026-01-12
RDG-00000872,STN_0017,Ottawa,2026-04-09 18:00:00,1441.5,9335.1,60.034,444.1,-10.3,18.3,852.6,Wind,0.79,19.3,0.978,No,2026-07-15
RDG-00000873,STN_0033,Waterloo,2026-05-09 17:00:00,3478.5,18401.1,60.003,330.0,34.3,19.8,240.8,Biomass,0.76,395.9,0.848,No,2026-06-21
RDG-00000874,STN_0015,GTA,2026-02-11 01:00:00,1766.9,18473.3,60.036,151.6,-13.0,42.0,762.9,Wind,0.78,203.9,0.987,Yes,2026-05-23
RDG-00000875,STN_0140,Hamilton,2026-05-12 14:00:00,2842.9,10659.6,59.982,358.8,-3.1,76.1,714.5,Biomass,0.26,234.3,0.823,No,2026-07-15
RDG-00000876,STN_0159,Waterloo,2026-05-05 11:00:00,1470.3,17807.7,59.999,277.5,-23.6,35.6,124.4,Hydro,0.93,425.0,0.827,No,2026-01-01
RDG-00000877,STN_0078,Ottawa,2026-04-19 05:00:00,1822.9,9552.2,59.996,362.9,-7.9,67.6,57.8,Nuclear,0.55,141.6,0.885,No,2026-01-27
RDG-00000878,STN_0043,Durham,2026-05-07 03:00:00,92.3,14641.2,60.039,170.8,-16.8,70.9,147.2,Gas,0.84,461.3,0.909,No,2026-03-29
RDG-00000879,STN_0054,Northern,2026-05-27 02:00:00,1436.2,12676.9,60.034,416.7,15.6,21.5,253.4,Biomass,0.56,348.3,0.844,No,2026-03-18
RDG-00000880,STN_0005,Hamilton,2026-02-05 03:00:00,2435.8,10187.3,60.007,136.8,2.4,69.4,195.0,Nuclear,0.61,27.6,0.937,Yes,2026-01-10
RDG-00000881,STN_0127,Central,2026-06-24 14:00:00,1871.5,9145.8,59.986,472.9,30.5,52.5,978.2,Biomass,0.62,217.8,0.989,No,2026-02-05
RDG-00000882,STN_0010,GTA,2026-04-07 16:00:00,1395.8,15890.5,59.999,481.2,3.2,42.7,802.4,Wind,0.78,334.0,0.874,No,2026-05-18
RDG-00000883,STN_0149,Eastern,2026-02-08 22:00:00,866.5,16581.8,60.042,368.1,-12.5,8.6,817.3,Gas,0.69,107.2,0.974,No,2026-01-05
RDG-00000884,STN_0103,Niagara,2026-02-11 14:00:00,3498.6,13799.7,59.951,199.1,6.1,55.4,80.8,Gas,0.41,385.4,0.803,No,2026-02-11
RDG-00000885,STN_0139,Southwestern,2026-07-10 20:00:00,1544.4,16137.7,59.984,394.7,-19.2,9.4,220.0,Wind,0.28,377.2,0.988,No,2026-01-24
RDG-00000886,STN_0084,Southwestern,2026-02-04 17:00:00,2705.8,9098.6,59.953,348.8,-5.1,52.3,741.2,Gas,0.88,39.1,0.936,No,2026-07-23
RDG-00000887,STN_0056,Niagara,2026-03-01 08:00:00,3446.0,13680.8,59.996,293.5,15.4,66.6,120.7,Hydro,0.69,473.9,0.941,No,2026-05-24
RDG-00000888,STN_0061,Northern,2026-07-22 23:00:00,1798.1,15090.4,60.042,131.7,9.5,66.6,444.7,Wind,0.59,137.3,0.988,No,2026-07-29
RDG-00000889,STN_0105,Hamilton,2026-06-07 21:00:00,3102.7,20255.6,60.034,300.4,21.1,20.4,554.6,Nuclear,0.5,79.7,0.87,No,2026-02-16
RDG-00000890,STN_0072,Ottawa,2026-06-24 18:00:00,2182.6,14510.1,60.0,222.4,30.5,8.2,993.9,Hydro,0.66,389.8,0.995,No,2026-02-02
RDG-00000891,STN_0063,Waterloo,2026-04-15 22:00:00,3061.0,23191.1,59.971,465.1,30.1,73.8,985.7,Nuclear,0.78,305.8,0.876,No,2026-02-12
RDG-00000892,STN_0140,Durham,2026-02-14 08:00:00,1251.3,9178.8,60.034,456.4,-22.2,56.1,892.1,Solar,0.84,371.1,0.945,No,2026-01-14
RDG-00000893,STN_0163,Eastern,2026-05-17 02:00:00,1219.8,11508.0,60.017,111.8,-20.6,70.9,921.7,Hydro,0.16,304.5,0.873,No,2026-02-08
RDG-00000894,STN_0088,Northern,2026-02-28 00:00:00,243.8,21651.7,60.033,161.9,-18.9,0.6,739.2,Gas,0.69,397.9,0.83,Yes,2026-05-06
RDG-00000895,STN_0199,Waterloo,2026-04-30 21:00:00,321.7,12117.0,59.981,477.7,-6.3,4.8,478.1,Gas,0.19,354.8,0.963,Yes,2026-06-16
RDG-00000896,STN_0124,Northern,2026-03-08 08:00:00,1879.4,15147.6,59.957,173.6,24.8,2.5,280.0,Nuclear,0.55,264.1,0.875,No,2026-06-23
RDG-00000897,STN_0020,Waterloo,2026-06-11 03:00:00,269.7,18410.0,60.013,310.6,4.1,11.8,543.7,Solar,0.33,113.8,0.838,No,2026-07-19
RDG-00000898,STN_0173,GTA,2026-06-08 23:00:00,52.8,22052.0,59.984,427.8,-13.5,37.6,467.9,Nuclear,0.47,305.6,0.849,No,2026-01-03
RDG-00000899,STN_0038,Durham,2026-05-03 14:00:00,1699.2,11352.8,60.037,314.2,22.7,66.5,226.8,Biomass,0.7,474.3,0.801,Yes,2026-02-22
RDG-00000900,STN_0108,Eastern,2026-02-05 10:00:00,1751.6,23015.8,59.972,191.1,15.6,40.3,911.3,Biomass,0.66,310.2,0.888,No,2026-03-25
RDG-00000901,STN_0041,Central,2026-05-28 03:00:00,1559.8,20856.8,60.023,498.8,0.9,56.1,469.5,Wind,0.77,37.7,0.917,Yes,2026-03-05
RDG-00000902,STN_0150,GTA,2026-05-07 21:00:00,2599.4,10651.6,59.988,149.6,17.0,50.3,903.4,Biomass,0.58,105.2,0.862,Yes,2026-06-10
RDG-00000903,STN_0050,Niagara,2026-03-18 07:00:00,2226.0,19038.7,60.011,342.5,34.7,4.4,215.2,Biomass,0.47,33.1,0.968,No,2026-05-13
RDG-00000904,STN_0078,GTA,2026-03-26 13:00:00,901.7,18395.9,60.003,271.4,16.4,72.1,752.0,Wind,0.35,491.0,0.914,Yes,2026-02-19
RDG-00000905,STN_0072,GTA,2026-05-05 11:00:00,3357.1,15808.5,60.043,335.3,-28.6,74.5,61.3,Hydro,0.3,152.5,0.883,Yes,2026-03-11
RDG-00000906,STN_0033,Hamilton,2026-02-27 11:00:00,2852.8,14664.2,60.01,427.1,-9.1,75.5,0.2,Nuclear,0.93,36.9,0.949,No,2026-04-15
RDG-00000907,STN_0083,Southwestern,2026-01-14 19:00:00,2214.2,12765.8,59.989,433.3,27.3,40.5,85.2,Hydro,0.51,205.9,0.843,No,2026-03-30
RDG-00000908,STN_0099,Niagara,2026-01-27 04:00:00,2077.7,17001.6,60.04,479.0,5.2,11.9,933.1,Nuclear,0.52,201.9,0.912,No,2026-04-01
RDG-00000909,STN_0102,Northern,2026-02-12 02:00:00,1544.0,19189.9,60.049,352.4,9.2,38.9,707.3,Biomass,0.43,215.0,0.929,No,2026-07-03
RDG-00000910,STN_0188,Ottawa,2026-02-27 08:00:00,1722.4,12463.9,60.004,418.4,16.5,49.3,113.5,Solar,0.72,451.1,0.889,Yes,2026-04-17
RDG-00000911,STN_0003,Hamilton,2026-07-02 22:00:00,304.5,9469.2,60.047,248.8,-18.7,16.1,586.4,Hydro,0.38,263.4,0.921,No,2026-01-15
RDG-00000912,STN_0161,Hamilton,2026-02-20 11:00:00,3100.0,16306.2,60.005,286.3,-16.9,17.2,113.7,Biomass,0.49,384.8,0.956,No,2026-06-14
RDG-00000913,STN_0018,Southwestern,2026-07-15 05:00:00,1339.2,8062.5,59.989,450.5,18.2,68.3,700.3,Gas,0.28,135.0,0.851,No,2026-06-23
RDG-00000914,STN_0032,Southwestern,2026-06-02 01:00:00,2029.1,15648.2,59.972,300.5,25.3,33.4,780.8,Hydro,0.78,42.0,0.879,No,2026-03-13
RDG-00000915,STN_0028,Waterloo,2026-01-06 16:00:00,870.9,15997.1,59.988,447.6,20.7,46.7,962.5,Biomass,0.62,172.8,0.842,No,2026-03-26
RDG-00000916,STN_0032,Hamilton,2026-03-07 09:00:00,266.9,21475.5,59.992,399.5,-12.7,26.4,602.2,Wind,0.89,215.6,0.923,No,2026-05-25
RDG-00000917,STN_0098,Southwestern,2026-05-26 11:00:00,2555.3,9856.2,60.028,238.5,16.3,71.7,26.7,Nuclear,0.67,479.0,0.903,No,2026-02-07
RDG-00000918,STN_0183,GTA,2026-01-21 04:00:00,2825.8,18232.2,60.0,198.9,-22.2,32.0,606.7,Gas,0.94,490.9,0.876,No,2026-03-11
RDG-00000919,STN_0026,Durham,2026-03-31 04:00:00,2044.9,23977.7,60.006,220.8,5.1,18.5,706.3,Hydro,0.46,8.4,0.846,No,2026-04-06
RDG-00000920,STN_0068,Central,2026-02-02 19:00:00,513.1,8645.6,60.034,289.1,-28.5,73.5,332.8,Gas,0.3,304.6,0.816,No,2026-02-18
RDG-00000921,STN_0167,Southwestern,2026-03-31 13:00:00,2890.9,18267.2,60.028,354.2,29.9,7.0,231.3,Biomass,0.31,267.5,0.971,No,2026-07-15
RDG-00000922,STN_0113,Central,2026-06-30 07:00:00,1507.2,13491.6,59.958,362.9,-6.0,70.9,442.0,Hydro,0.81,24.6,0.926,No,2026-01-28
RDG-00000923,STN_0054,Durham,2026-07-22 21:00:00,3312.1,13093.9,60.013,288.9,3.4,65.1,946.9,Gas,0.29,195.8,0.873,No,2026-06-17
RDG-00000924,STN_0108,Southwestern,2026-07-15 08:00:00,1694.4,23205.0,60.049,271.4,19.4,35.6,790.7,Wind,0.73,296.7,0.845,No,2026-07-06
RDG-00000925,STN_0191,Niagara,2026-06-17 10:00:00,2179.6,17724.8,59.962,140.5,19.4,64.0,527.0,Solar,0.92,401.8,0.823,No,2026-06-29
RDG-00000926,STN_0081,Hamilton,2026-02-24 18:00:00,724.7,16782.5,60.049,139.6,-10.6,17.7,721.2,Gas,0.16,236.4,0.889,No,2026-06-02
RDG-00000927,STN_0196,Southwestern,2026-04-09 14:00:00,866.7,22670.8,60.008,331.0,31.0,28.2,920.0,Hydro,0.8,406.5,0.962,No,2026-05-09
RDG-00000928,STN_0040,Northern,2026-06-21 07:00:00,633.5,16974.2,59.988,357.7,4.4,12.0,552.6,Nuclear,0.94,356.5,0.959,No,2026-06-29
RDG-00000929,STN_0154,GTA,2026-02-09 18:00:00,3385.8,13782.8,60.004,434.1,-23.4,26.7,583.2,Wind,0.46,34.2,0.908,No,2026-06-06
RDG-00000930,STN_0071,Hamilton,2026-04-22 21:00:00,1688.1,21375.6,59.998,307.8,28.0,26.9,206.1,Nuclear,0.16,492.2,0.953,Yes,2026-03-20
RDG-00000931,STN_0005,Southwestern,2026-02-10 22:00:00,258.0,23931.8,60.031,293.7,10.9,8.2,551.7,Nuclear,0.12,336.5,0.83,No,2026-01-06
RDG-00000932,STN_0021,Northern,2026-03-27 10:00:00,2453.9,8655.3,59.985,259.5,-25.6,61.4,321.9,Biomass,0.16,235.9,0.985,Yes,2026-07-19
RDG-00000933,STN_0074,Ottawa,2026-04-22 19:00:00,2520.9,21486.1,59.981,357.5,15.6,46.5,752.6,Hydro,0.75,296.6,0.839,No,2026-04-01
RDG-00000934,STN_0103,Waterloo,2026-07-07 21:00:00,958.3,13361.0,59.978,341.0,30.4,24.2,232.6,Biomass,0.68,102.7,0.926,No,2026-04-17
