CLIENT_ID,RETENTION_RATE,SERVICE_PROGRAM,SATISFACTION_SCORE,CHURN_RISK_INDICATOR,REGION,QUARTER,ENGAGEMENT_FREQUENCY,PROGRAM_TYPE,SERVICE_CATEGORY,CASE_LOAD,RENEWAL_COUNT,DROPOUT_COUNT,AVG_INTERACTION_DAYS,FIRST_CONTACT_DATE,LAST_CONTACT_DATE,REFERRAL_SOURCE,CASE_COMPLEXITY,NET_PROMOTER_SCORE,RESPONSE_TIME_HOURS,DIGITAL_ENGAGEMENT_PCT,IN_PERSON_VISITS,PHONE_INTERACTIONS,EMAIL_INTERACTIONS,BENEFITS_AMOUNT,COST_PER_CLIENT,FISCAL_YEAR,DATA_QUALITY_SCORE,LAST_UPDATED
CLT-000368,0.831,Family Support,5.5,Medium,Ottawa,2026-01-01,6,Housing,Home Care,55,1,3,85.2,2021-01-04,2025-10-16,Self-Referral,Standard,0,63.8,79.5,19,6,4,4016.3,21893.36,FY2024-25,97.3,2026-04-14
CLT-000369,0.459,Child Care Subsidy,7.9,Low,Waterloo,2024-07-01,13,Community,Employment,38,0,0,16.2,2024-04-26,2025-03-27,Court,Simple,60,43.4,77.4,0,30,50,3105.3,37070.44,FY2024-25,95.6,2026-01-22
CLT-000370,0.519,Community Living,8.2,Medium,Northern,2025-04-01,11,Housing,Home Care,72,0,2,58.3,2020-09-09,2025-01-22,Self-Referral,Simple,49,21.7,53.5,13,4,0,22848.09,2176.04,FY2024-25,81.6,2026-04-01
CLT-000371,0.787,Home Care,9.3,High,Niagara,2024-07-01,16,Home Care,Child Care,67,0,2,35.4,2023-06-14,2025-12-08,Community Agency,Standard,-10,64.5,61.4,5,13,33,8703.68,9886.91,FY2024-25,74.5,2026-06-20
CLT-000372,0.805,Employment Services,5.4,Low,Southwestern,2026-01-01,22,Family,Youth,29,0,1,71.1,2020-10-27,2025-11-24,Hospital,Standard,37,52.1,76.8,15,26,4,3272.52,21945.2,FY2025-26,78.4,2026-01-24
CLT-000373,0.591,Child Care Subsidy,4.2,Medium,Central,2025-07-01,16,Community,Housing,115,4,2,16.7,2023-09-01,2025-09-09,Family Doctor,Standard,50,36.0,55.4,17,17,14,9923.37,29467.23,FY2024-25,85.8,2026-07-18
CLT-000374,0.809,Home Care,7.8,Low,Central,2024-04-01,7,Employment,Family,131,1,0,10.1,2021-12-16,2026-01-05,Hospital,Standard,38,10.8,82.5,13,7,13,20781.63,3737.42,FY2023-24,73.5,2026-06-28
CLT-000375,0.815,Family Support,8.0,High,Niagara,2025-07-01,2,Child Care,Child Care,132,4,1,7.6,2022-01-18,2025-05-25,Community Agency,Simple,-11,1.4,80.6,13,4,48,4969.4,37434.34,FY2025-26,85.8,2026-03-18
CLT-000376,0.677,Youth Services,6.0,High,GTA,2025-04-01,4,Home Care,Employment,18,4,1,47.8,2020-01-23,2026-02-10,Family Doctor,Complex,38,40.1,80.5,18,16,19,17879.14,21759.84,FY2023-24,78.2,2026-01-24
CLT-000377,0.708,Child Care Subsidy,8.1,Medium,Waterloo,2024-04-01,8,Community,Home Care,29,5,3,45.6,2023-08-29,2026-02-19,Family Doctor,Simple,-14,57.9,65.0,6,8,6,3057.8,18772.38,FY2024-25,70.8,2026-03-14
CLT-000378,0.496,ODSP,3.4,High,GTA,2025-04-01,7,Disability,Employment,71,2,0,88.0,2023-03-02,2025-02-15,Online Portal,Simple,-14,23.0,90.2,0,11,48,7418.85,20508.68,FY2023-24,79.4,2026-04-11
CLT-000379,0.828,Child Care Subsidy,7.8,Low,Central,2025-10-01,24,Child Care,Home Care,16,4,3,45.5,2020-03-17,2025-10-25,Hospital,Simple,67,33.6,85.2,2,30,45,6173.47,11566.71,FY2025-26,89.6,2026-07-16
CLT-000380,0.824,Youth Services,6.0,Low,Central,2025-04-01,12,Community,Employment,109,1,1,89.7,2023-05-27,2025-03-18,Hospital,Complex,60,71.6,18.3,0,4,49,21826.21,27809.67,FY2023-24,85.0,2026-04-27
CLT-000381,0.585,Employment Services,4.1,Medium,Waterloo,2025-07-01,12,Child Care,Child Care,55,5,3,26.9,2022-08-27,2025-09-20,Online Portal,Complex,-3,67.7,92.6,15,1,23,21545.58,20646.02,FY2025-26,97.5,2026-02-03
CLT-000382,0.66,Youth Services,5.5,High,Niagara,2026-01-01,9,Employment,Employment,72,5,0,18.1,2020-08-03,2025-10-25,Family Doctor,Simple,52,29.0,16.2,12,27,29,16894.19,18097.96,FY2024-25,89.3,2026-07-29
CLT-000383,0.674,ODSP,4.2,Low,Niagara,2025-10-01,7,Community,Family,26,2,2,89.7,2022-09-22,2025-08-06,Online Portal,Simple,15,33.0,56.3,15,4,40,5730.02,28842.12,FY2025-26,93.2,2026-01-16
CLT-000384,0.953,Youth Services,8.4,Medium,Eastern,2024-04-01,7,Employment,Community,79,2,1,12.1,2020-05-21,2025-10-08,Family Doctor,Simple,18,63.0,48.4,13,16,13,16906.29,13712.91,FY2023-24,72.8,2026-04-20
CLT-000385,0.602,Employment Services,4.1,Medium,Niagara,2026-01-01,16,Home Care,Community,100,5,3,75.0,2023-02-22,2025-07-23,Community Agency,Complex,65,41.9,22.3,10,0,9,22464.28,46757.15,FY2024-25,95.9,2026-01-30
CLT-000386,0.867,Family Support,4.8,High,GTA,2026-01-01,5,Housing,Child Care,19,1,1,40.7,2023-01-23,2025-06-20,Family Doctor,Simple,24,15.5,26.2,18,30,0,9571.28,18825.93,FY2024-25,96.9,2026-05-09
CLT-000387,0.883,ODSP,7.8,High,Hamilton,2025-10-01,14,Family,Family,148,3,2,14.6,2020-12-26,2026-04-15,Family Doctor,Standard,2,40.0,23.8,13,12,18,21204.74,34738.98,FY2024-25,89.0,2026-06-29
CLT-000388,0.766,ODSP,9.8,Low,Ottawa,2024-04-01,20,Community,Child Care,137,5,0,58.8,2022-10-27,2025-02-03,Court,Standard,7,16.4,48.6,12,3,12,21480.39,47577.02,FY2024-25,99.0,2026-04-29
CLT-000389,0.644,Family Support,3.1,Medium,Eastern,2025-04-01,9,Youth,Youth,116,5,1,5.4,2022-04-29,2025-02-03,Self-Referral,Simple,-1,57.0,81.5,16,26,47,15198.67,17419.41,FY2025-26,99.8,2026-03-03
CLT-000390,0.728,Family Support,4.3,High,Niagara,2024-04-01,19,Community,Home Care,109,5,1,39.3,2021-10-13,2026-06-14,Hospital,Standard,9,7.6,78.1,16,3,40,14634.88,20208.6,FY2025-26,97.5,2026-05-22
CLT-000391,0.494,Youth Services,4.4,Low,GTA,2025-10-01,1,Home Care,Employment,149,0,3,7.1,2024-02-12,2025-05-14,Online Portal,Complex,60,56.1,25.9,20,28,14,7774.6,27235.44,FY2023-24,91.8,2026-07-26
CLT-000392,0.864,Employment Services,7.5,Medium,Ottawa,2024-10-01,21,Employment,Child Care,38,3,0,14.1,2021-08-01,2025-09-26,Hospital,Simple,-11,35.8,40.7,6,12,6,12530.41,2075.89,FY2023-24,84.6,2026-06-10
CLT-000393,0.445,Family Support,5.6,Medium,Hamilton,2024-10-01,6,Youth,Employment,55,5,0,15.0,2021-12-03,2025-12-22,Online Portal,Complex,56,39.6,23.5,8,29,7,5224.71,2448.21,FY2023-24,85.5,2026-07-14
CLT-000394,0.49,Youth Services,3.8,Low,GTA,2025-07-01,5,Disability,Child Care,42,2,2,45.9,2020-07-07,2025-12-23,Court,Standard,75,58.3,47.1,12,29,12,6627.28,10695.95,FY2025-26,78.4,2026-04-11
CLT-000395,0.461,Employment Services,4.1,Low,Hamilton,2025-10-01,15,Community,Youth,91,4,0,56.6,2022-05-29,2025-07-24,Other Ministry,Standard,60,59.1,48.2,1,30,32,6700.06,21080.61,FY2025-26,94.8,2026-06-15
CLT-000396,0.961,Youth Services,5.7,Low,Northern,2025-07-01,14,Home Care,Family,72,0,1,60.8,2022-01-31,2025-05-29,Other Ministry,Simple,-19,23.3,10.9,10,6,29,14403.0,16756.5,FY2023-24,86.8,2026-04-09
CLT-000397,0.567,Home Care,6.6,Low,Durham,2025-04-01,23,Child Care,Community,121,2,2,21.8,2020-04-11,2026-05-21,Online Portal,Simple,15,30.6,20.5,5,19,20,14983.69,12584.67,FY2023-24,78.6,2026-06-14
CLT-000398,0.862,Ontario Works,9.2,Medium,Northern,2025-10-01,2,Employment,Family,14,0,3,13.1,2024-07-01,2026-03-02,Court,Standard,20,54.4,44.0,17,24,20,12598.56,3306.57,FY2024-25,90.9,2026-04-27
CLT-000399,0.691,ODSP,8.7,High,Ottawa,2024-04-01,8,Employment,Employment,45,0,2,78.2,2024-01-23,2026-03-23,School,Simple,-9,14.2,86.7,11,26,34,24744.34,46771.41,FY2023-24,77.8,2026-07-20
CLT-000400,0.425,Ontario Works,9.4,Low,Southwestern,2025-07-01,23,Community,Youth,53,1,3,15.2,2021-10-15,2025-06-01,Family Doctor,Complex,37,48.3,54.3,7,18,30,16701.09,48841.12,FY2024-25,93.2,2026-05-04
CLT-000401,0.533,Employment Services,8.2,High,Ottawa,2025-07-01,18,Disability,Disability,29,0,3,10.1,2020-01-27,2025-08-10,Online Portal,Standard,4,35.4,38.9,18,24,33,13091.22,16354.59,FY2024-25,91.3,2026-06-17
CLT-000402,0.491,ODSP,9.2,Low,Central,2025-10-01,15,Disability,Community,58,0,2,41.0,2023-11-06,2025-11-11,Community Agency,Simple,39,63.1,73.3,7,0,29,5082.23,2400.73,FY2025-26,85.9,2026-04-01
CLT-000403,0.557,ODSP,5.4,Low,Northern,2025-10-01,17,Community,Family,23,3,2,36.4,2020-04-10,2026-01-27,Family Doctor,Simple,17,14.0,25.0,8,16,38,12593.6,22244.7,FY2025-26,71.5,2026-03-05
CLT-000404,0.966,Home Care,3.8,Low,Waterloo,2025-04-01,8,Child Care,Child Care,80,1,3,38.3,2020-07-26,2025-08-14,Court,Standard,6,12.7,27.3,20,9,45,15109.68,36960.23,FY2023-24,75.6,2026-06-29
CLT-000405,0.767,Employment Services,8.8,High,Eastern,2024-10-01,11,Child Care,Home Care,57,2,3,17.1,2020-01-27,2026-05-01,Family Doctor,Standard,-18,13.2,32.4,2,5,43,19126.39,1476.96,FY2024-25,99.1,2026-05-30
CLT-000406,0.401,Home Care,6.2,Low,GTA,2025-04-01,8,Home Care,Home Care,34,0,2,73.3,2021-11-18,2026-04-09,Online Portal,Complex,24,71.3,31.9,15,8,23,11739.39,41559.72,FY2024-25,91.3,2026-05-13
CLT-000407,0.857,Community Living,3.8,High,Durham,2024-04-01,5,Community,Disability,46,2,3,7.6,2023-03-28,2026-03-18,Other Ministry,Simple,75,6.9,88.3,12,20,6,24153.6,43980.06,FY2025-26,86.3,2026-04-26
CLT-000408,0.983,Child Care Subsidy,4.8,High,Central,2025-07-01,13,Community,Youth,89,1,0,54.3,2023-12-08,2025-12-18,Community Agency,Standard,38,41.0,77.4,11,9,7,24252.01,25447.42,FY2025-26,74.4,2026-06-24
CLT-000409,0.489,Employment Services,7.2,High,Northern,2025-04-01,16,Youth,Child Care,85,0,3,8.5,2021-08-02,2025-05-07,Self-Referral,Standard,19,0.9,39.9,0,1,16,3874.11,44057.38,FY2025-26,90.0,2026-07-16
CLT-000410,0.731,ODSP,7.8,Low,Eastern,2025-10-01,19,Child Care,Youth,66,0,3,84.3,2021-05-24,2026-01-31,Family Doctor,Standard,-8,64.4,88.2,19,9,11,14315.74,34267.24,FY2024-25,94.1,2026-02-05
CLT-000411,0.803,Home Care,4.7,Medium,Durham,2025-01-01,10,Youth,Child Care,86,4,3,51.4,2022-02-08,2026-03-24,Community Agency,Simple,47,32.1,36.6,11,14,22,10977.89,21604.78,FY2024-25,83.8,2026-05-24
CLT-000412,0.416,Family Support,3.6,Low,Waterloo,2025-04-01,8,Family,Home Care,149,4,2,9.6,2022-03-15,2025-05-09,Family Doctor,Complex,-20,33.6,74.9,16,14,3,2574.15,14238.57,FY2025-26,73.2,2026-06-02
CLT-000413,0.457,Employment Services,6.8,High,Central,2024-04-01,4,Employment,Disability,142,1,3,16.6,2023-10-15,2025-06-08,Court,Complex,19,51.9,89.6,15,19,44,5417.15,4289.96,FY2023-24,88.1,2026-01-31
CLT-000414,0.707,Home Care,4.4,Medium,GTA,2026-01-01,13,Employment,Child Care,86,3,3,88.5,2021-04-26,2026-07-14,Court,Complex,67,31.9,65.9,3,13,9,16086.83,10055.58,FY2025-26,89.7,2026-02-13
CLT-000415,0.702,Home Care,6.2,Medium,Southwestern,2024-07-01,19,Housing,Family,80,3,3,64.3,2020-08-07,2026-04-21,Family Doctor,Standard,-2,2.5,48.9,18,12,0,14723.18,2670.09,FY2025-26,96.8,2026-06-08
CLT-000416,0.662,Youth Services,9.5,Medium,Hamilton,2025-04-01,1,Home Care,Family,138,4,1,34.7,2023-12-17,2026-06-22,Family Doctor,Complex,-12,13.0,22.9,20,23,36,8812.63,36043.93,FY2023-24,78.4,2026-07-15
CLT-000417,0.788,Family Support,3.5,High,Hamilton,2025-10-01,16,Home Care,Youth,43,5,2,55.1,2023-04-04,2025-12-23,Family Doctor,Simple,-15,2.6,72.3,7,3,42,3102.4,46777.46,FY2024-25,79.7,2026-03-01
CLT-000418,0.979,Home Care,3.7,Low,Niagara,2025-10-01,3,Employment,Youth,39,0,0,42.5,2022-02-05,2025-01-31,Hospital,Standard,-7,50.5,42.1,20,18,35,5393.49,13372.25,FY2024-25,90.4,2026-02-27
CLT-000419,0.519,Child Care Subsidy,6.0,High,Eastern,2024-07-01,19,Employment,Child Care,62,0,1,80.9,2022-01-06,2026-02-22,Community Agency,Standard,3,49.3,91.4,20,16,31,5158.35,11166.26,FY2024-25,85.0,2026-04-02
CLT-000420,0.765,Child Care Subsidy,8.5,Medium,Niagara,2025-10-01,3,Child Care,Home Care,142,2,0,15.0,2021-04-17,2025-02-22,Other Ministry,Simple,8,59.2,34.6,8,12,45,9268.68,43749.68,FY2023-24,99.0,2026-01-20
CLT-000421,0.715,Home Care,8.8,High,Durham,2025-04-01,13,Employment,Child Care,130,2,0,7.7,2022-05-13,2025-09-25,School,Standard,77,4.7,27.4,10,29,48,16751.74,44035.24,FY2023-24,84.8,2026-07-26
CLT-000422,0.959,Ontario Works,5.4,Low,Niagara,2024-07-01,18,Housing,Home Care,79,5,0,13.8,2022-10-14,2026-06-04,School,Complex,24,31.4,35.8,7,0,3,1145.67,39309.31,FY2023-24,86.0,2026-04-08
CLT-000423,0.802,Ontario Works,6.8,Low,Niagara,2025-10-01,23,Home Care,Community,119,4,1,14.8,2020-08-29,2026-01-12,Other Ministry,Simple,23,31.7,14.9,7,2,37,746.22,21240.21,FY2025-26,87.0,2026-07-25
CLT-000424,0.409,Home Care,8.5,Low,GTA,2024-10-01,15,Home Care,Youth,21,2,2,56.2,2021-05-15,2025-10-27,Hospital,Complex,30,34.7,20.4,2,2,16,23490.07,11087.19,FY2025-26,92.1,2026-04-02
CLT-000425,0.93,Home Care,6.0,Medium,Central,2025-04-01,21,Disability,Youth,91,5,0,9.6,2022-04-21,2026-05-13,Court,Simple,6,65.7,81.5,16,7,19,18676.76,11327.71,FY2024-25,91.7,2026-07-21
CLT-000426,0.484,Home Care,7.7,High,Hamilton,2024-07-01,1,Housing,Employment,79,2,3,30.5,2020-06-22,2025-03-03,Court,Complex,29,35.9,83.3,12,14,2,5998.99,19587.02,FY2025-26,82.9,2026-01-14
CLT-000427,0.79,Ontario Works,6.7,Medium,GTA,2025-07-01,9,Disability,Employment,97,5,3,78.6,2024-05-21,2025-02-28,Community Agency,Complex,29,68.6,89.3,9,27,34,11855.81,29057.53,FY2025-26,93.1,2026-03-08
CLT-000428,0.496,Family Support,6.2,Low,Northern,2024-04-01,9,Youth,Child Care,73,4,2,33.7,2022-03-19,2025-02-09,Court,Standard,14,47.6,76.5,19,0,7,8018.93,33378.05,FY2024-25,95.4,2026-04-24
CLT-000429,0.673,Community Living,3.1,Low,Central,2026-01-01,21,Disability,Community,24,4,0,28.5,2023-06-03,2026-07-19,Other Ministry,Simple,36,13.4,75.1,8,8,31,3616.95,31886.57,FY2023-24,96.1,2026-06-17
CLT-000430,0.429,ODSP,7.5,Low,Durham,2026-01-01,19,Family,Employment,68,0,2,87.9,2020-02-03,2025-12-28,Self-Referral,Complex,10,25.5,16.6,14,3,32,2397.53,10998.05,FY2025-26,81.1,2026-07-30
CLT-000431,0.802,ODSP,7.4,Medium,Northern,2024-04-01,11,Family,Family,114,5,2,45.0,2021-08-25,2025-02-01,Hospital,Standard,-15,21.3,22.8,18,0,6,15421.43,40593.68,FY2025-26,91.5,2026-07-09
CLT-000432,0.7,Youth Services,9.4,Medium,Waterloo,2024-04-01,22,Home Care,Community,30,0,1,53.1,2023-03-22,2026-07-16,Family Doctor,Complex,73,9.2,84.7,1,19,30,16650.35,26496.46,FY2024-25,78.1,2026-05-28
CLT-000433,0.573,Home Care,5.2,Medium,Eastern,2026-01-01,11,Child Care,Disability,123,5,3,35.8,2021-12-21,2026-07-28,Community Agency,Standard,63,35.1,29.6,13,7,36,20781.62,49350.5,FY2025-26,77.3,2026-04-15
CLT-000434,0.798,Child Care Subsidy,7.1,Medium,Central,2025-07-01,4,Child Care,Community,117,4,1,54.0,2023-07-19,2025-07-22,Hospital,Standard,-19,12.4,45.6,17,22,30,18699.92,7193.5,FY2023-24,95.0,2026-01-07
CLT-000435,0.807,ODSP,3.9,High,Niagara,2025-10-01,12,Home Care,Community,71,5,2,15.1,2021-11-20,2025-04-21,Self-Referral,Simple,74,66.3,90.7,13,20,28,18647.09,22348.82,FY2024-25,91.0,2026-07-07
CLT-000436,0.508,ODSP,4.0,Low,Waterloo,2025-07-01,22,Housing,Community,92,3,1,48.2,2023-04-19,2025-10-14,Community Agency,Simple,18,35.8,14.1,16,28,33,14705.79,42359.21,FY2024-25,78.6,2026-04-09
CLT-000437,0.588,Child Care Subsidy,9.5,Low,Eastern,2025-10-01,17,Youth,Family,35,2,2,19.1,2021-08-12,2025-10-08,Online Portal,Standard,8,63.8,34.5,8,19,48,3099.93,12352.05,FY2024-25,74.2,2026-02-22
CLT-000438,0.726,Child Care Subsidy,3.2,Low,Durham,2025-01-01,1,Housing,Employment,104,1,2,85.1,2023-03-15,2026-03-13,Online Portal,Complex,-4,59.9,35.1,3,22,45,23020.0,6877.09,FY2024-25,84.8,2026-01-23
CLT-000439,0.91,Employment Services,8.0,Low,Central,2024-07-01,24,Disability,Child Care,93,1,2,28.5,2023-07-15,2026-06-10,Community Agency,Complex,68,23.0,88.6,13,3,45,19957.84,16558.83,FY2025-26,89.8,2026-06-10
CLT-000440,0.421,Ontario Works,4.7,High,Niagara,2025-01-01,22,Disability,Youth,130,1,3,74.2,2024-02-11,2026-05-24,Court,Simple,5,45.9,17.5,16,27,46,18861.43,1156.69,FY2023-24,84.7,2026-06-06
CLT-000441,0.523,Child Care Subsidy,3.3,High,Southwestern,2025-10-01,21,Disability,Family,133,4,1,79.6,2021-04-19,2025-10-27,Online Portal,Standard,60,28.5,40.4,15,9,6,5863.8,48183.03,FY2024-25,82.6,2026-04-25
CLT-000442,0.592,Family Support,3.8,Medium,Central,2024-07-01,12,Community,Home Care,133,3,3,63.4,2020-02-29,2025-10-25,Court,Complex,7,64.1,76.5,1,17,49,8418.2,34074.46,FY2024-25,81.7,2026-04-24
CLT-000443,0.651,Employment Services,9.2,Medium,Hamilton,2025-01-01,11,Employment,Youth,124,3,1,53.7,2020-12-07,2026-07-03,School,Complex,-6,68.3,62.1,10,4,38,13724.3,47563.65,FY2023-24,94.1,2026-01-24
CLT-000444,0.86,Youth Services,9.2,High,Ottawa,2024-04-01,17,Disability,Family,147,1,1,76.2,2022-03-21,2025-08-23,Court,Simple,27,24.2,28.3,7,30,0,1383.84,1981.39,FY2025-26,73.1,2026-04-12
CLT-000445,0.867,Ontario Works,4.1,Medium,GTA,2025-01-01,21,Disability,Employment,79,5,0,74.1,2022-02-12,2026-02-15,Hospital,Complex,14,62.1,16.5,16,23,45,19178.46,21353.62,FY2023-24,92.3,2026-05-19
CLT-000446,0.757,Child Care Subsidy,3.6,High,Niagara,2025-01-01,20,Youth,Family,118,4,0,30.7,2022-07-28,2025-07-27,Community Agency,Standard,63,41.7,42.0,13,2,14,24188.72,28488.82,FY2024-25,78.5,2026-06-29
CLT-000447,0.715,Home Care,5.6,Medium,Niagara,2025-07-01,18,Child Care,Housing,67,4,0,38.8,2021-04-20,2026-04-03,Other Ministry,Standard,52,8.3,36.4,4,25,40,24407.53,5674.06,FY2023-24,76.2,2026-05-06
CLT-000448,0.75,ODSP,4.0,High,Hamilton,2025-01-01,2,Housing,Youth,115,2,2,75.9,2020-03-15,2025-11-26,Family Doctor,Simple,14,49.9,74.2,15,17,31,8168.9,32948.42,FY2024-25,83.8,2026-05-04
CLT-000449,0.704,ODSP,9.3,Medium,Ottawa,2025-10-01,5,Employment,Home Care,143,5,0,19.1,2022-06-15,2025-04-27,Self-Referral,Standard,43,12.7,78.3,15,4,47,21918.27,21489.22,FY2023-24,78.9,2026-04-22
CLT-000450,0.987,Employment Services,6.6,High,Central,2024-10-01,5,Youth,Disability,105,4,2,45.1,2021-03-07,2025-12-05,Hospital,Simple,47,51.6,50.3,10,13,11,4183.55,4285.35,FY2023-24,79.4,2026-02-18
CLT-000451,0.518,ODSP,6.7,Medium,Ottawa,2024-04-01,20,Housing,Home Care,27,2,1,34.3,2020-01-29,2025-07-17,Court,Standard,34,42.3,36.0,19,24,25,23390.54,28494.5,FY2025-26,89.8,2026-01-20
CLT-000452,0.75,ODSP,8.0,Medium,Northern,2025-04-01,19,Child Care,Home Care,143,4,3,33.1,2024-04-30,2025-10-11,Online Portal,Simple,1,0.7,29.7,6,2,39,4089.05,9076.1,FY2023-24,79.7,2026-01-14
CLT-000453,0.481,Community Living,5.9,Medium,Central,2025-04-01,17,Child Care,Disability,110,3,3,65.0,2021-12-28,2025-11-16,Other Ministry,Complex,-10,63.7,81.6,5,30,40,20923.32,35856.04,FY2024-25,86.8,2026-05-06
CLT-000454,0.81,Employment Services,7.7,High,Niagara,2025-07-01,6,Employment,Family,129,5,2,66.9,2021-03-13,2026-07-28,School,Standard,27,13.3,73.5,0,6,28,9344.29,10549.54,FY2025-26,79.3,2026-01-25
CLT-000455,0.938,Employment Services,6.4,Low,Waterloo,2025-04-01,2,Youth,Housing,111,0,2,28.3,2020-04-27,2025-02-01,Online Portal,Complex,60,33.0,24.8,20,24,34,20282.05,2871.49,FY2023-24,88.4,2026-07-02
CLT-000456,0.49,Child Care Subsidy,8.9,Low,Ottawa,2025-10-01,4,Employment,Housing,25,2,0,77.9,2021-07-22,2025-07-18,Self-Referral,Standard,66,61.1,36.9,5,28,37,18192.32,18946.57,FY2023-24,98.2,2026-04-14
CLT-000457,0.646,Ontario Works,3.4,High,Northern,2025-04-01,3,Home Care,Housing,21,2,1,63.5,2022-04-18,2025-06-27,Self-Referral,Standard,15,40.6,20.0,14,18,44,2609.33,46583.37,FY2023-24,73.5,2026-01-24
CLT-000458,0.508,ODSP,4.3,High,GTA,2024-10-01,1,Disability,Family,127,0,1,31.2,2023-10-26,2025-07-15,Hospital,Standard,-14,27.6,34.4,8,4,36,8230.75,12072.06,FY2023-24,78.2,2026-02-21
CLT-000459,0.504,Employment Services,4.8,Medium,Southwestern,2024-07-01,16,Family,Family,99,5,3,75.5,2023-11-08,2025-06-24,Self-Referral,Complex,29,11.6,58.3,13,11,41,20367.25,40017.3,FY2023-24,80.3,2026-05-09
CLT-000460,0.725,Employment Services,3.6,Low,Southwestern,2025-01-01,15,Youth,Employment,39,4,1,45.4,2022-08-14,2025-11-27,Other Ministry,Complex,28,47.6,86.6,10,22,6,15922.07,43597.13,FY2023-24,74.8,2026-05-02
CLT-000461,0.597,ODSP,4.3,Medium,Southwestern,2024-10-01,15,Home Care,Employment,122,4,3,55.5,2023-11-23,2026-03-22,Family Doctor,Standard,11,18.6,41.7,10,15,43,10328.25,2966.32,FY2023-24,92.9,2026-05-10
CLT-000462,0.464,Family Support,8.3,High,Niagara,2024-04-01,6,Home Care,Youth,144,1,1,16.0,2021-11-13,2025-02-25,Community Agency,Standard,78,10.6,39.4,12,5,29,520.66,8227.06,FY2023-24,79.0,2026-01-21
CLT-000463,0.509,Home Care,6.0,High,Eastern,2024-10-01,22,Family,Employment,132,1,2,13.5,2023-01-31,2026-02-08,School,Standard,65,27.4,49.4,7,24,6,9995.56,16599.48,FY2023-24,82.0,2026-03-25
CLT-000464,0.93,Family Support,7.1,High,Ottawa,2025-07-01,16,Employment,Disability,55,1,2,35.8,2022-10-23,2025-01-02,Family Doctor,Simple,62,17.0,52.5,1,6,19,11167.32,17639.75,FY2025-26,75.4,2026-02-08
CLT-000465,0.568,Family Support,7.6,Medium,GTA,2025-04-01,14,Home Care,Home Care,111,5,0,44.5,2020-06-18,2025-12-21,Community Agency,Complex,31,58.0,11.0,10,4,36,12920.78,34628.63,FY2023-24,84.6,2026-06-21
CLT-000466,0.637,Ontario Works,5.1,Medium,Ottawa,2026-01-01,17,Family,Housing,95,4,2,14.5,2021-01-01,2026-03-11,Family Doctor,Complex,-10,11.3,38.7,18,8,12,13114.96,31111.49,FY2024-25,83.0,2026-04-29
CLT-000467,0.566,ODSP,8.9,Medium,Central,2024-04-01,20,Family,Youth,118,2,2,70.2,2020-02-18,2026-07-10,Court,Simple,17,26.0,11.5,10,9,40,1372.57,6472.48,FY2025-26,71.1,2026-07-09
CLT-000468,0.634,Child Care Subsidy,3.6,Low,Northern,2024-10-01,21,Housing,Community,80,2,3,63.6,2021-05-14,2026-06-21,Online Portal,Simple,-11,23.9,13.3,19,23,40,20405.67,5955.01,FY2025-26,99.4,2026-01-21
CLT-000469,0.599,Employment Services,5.9,Low,Northern,2025-04-01,24,Child Care,Community,39,1,2,89.6,2023-06-14,2026-06-11,School,Complex,-14,27.3,50.2,13,8,47,17377.15,10099.96,FY2025-26,90.1,2026-06-04
CLT-000470,0.635,Child Care Subsidy,7.6,Medium,GTA,2025-10-01,7,Employment,Community,43,2,2,44.3,2024-06-06,2025-11-22,Community Agency,Simple,8,1.8,37.6,2,19,18,18340.02,30856.49,FY2024-25,87.6,2026-06-12
CLT-000471,0.751,Family Support,6.2,High,GTA,2025-07-01,11,Family,Family,123,1,3,77.6,2022-10-18,2025-08-04,Hospital,Complex,29,18.8,12.7,18,30,5,15968.91,28504.96,FY2024-25,72.5,2026-07-11
CLT-000472,0.981,Youth Services,5.1,Medium,Hamilton,2026-01-01,1,Home Care,Home Care,100,4,3,40.3,2024-04-15,2025-01-24,Court,Complex,75,35.6,30.0,17,4,24,15374.48,42633.74,FY2023-24,81.9,2026-02-24
CLT-000473,0.985,Employment Services,4.2,Low,Niagara,2025-10-01,12,Disability,Community,81,2,2,58.6,2023-09-22,2025-11-22,Family Doctor,Simple,31,35.9,49.4,14,5,11,10301.33,1163.53,FY2024-25,92.9,2026-06-17
CLT-000474,0.502,ODSP,5.6,High,Niagara,2025-10-01,14,Disability,Employment,67,1,0,56.0,2024-02-08,2026-02-23,Self-Referral,Standard,58,18.4,58.4,15,21,5,23820.23,2113.26,FY2025-26,96.5,2026-06-17
CLT-000475,0.63,Home Care,8.8,Low,Hamilton,2025-07-01,24,Disability,Home Care,130,5,1,32.4,2021-08-23,2025-03-08,Self-Referral,Simple,53,33.5,30.8,19,14,15,20020.46,48667.46,FY2025-26,89.2,2026-07-25
CLT-000476,0.756,Youth Services,8.9,Low,Eastern,2026-01-01,24,Child Care,Employment,18,5,3,78.7,2022-08-20,2026-01-30,Community Agency,Standard,13,63.7,55.7,19,20,34,18011.72,22487.53,FY2025-26,71.8,2026-07-27
CLT-000477,0.635,Ontario Works,5.5,High,Durham,2026-01-01,14,Child Care,Child Care,47,2,0,66.4,2022-01-20,2026-02-27,Other Ministry,Simple,11,57.4,27.9,3,10,41,17496.04,23453.86,FY2025-26,84.7,2026-03-04
